Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Master,Miss,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Emb_C,Emb_Q,Emb_S,Fare_round
0,3,0,17.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
0,3,0,42.0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
0,3,0,11.26563397561717,8,2,69.55,0,0,0,0,0,0,0,0,0,0,0,0,1,70.0
0,3,0,35.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
0,2,0,28.0,0,1,33.0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0
1,1,1,38.139582941169266,1,0,89.1042,0,0,0,0,1,0,0,0,0,0,1,0,0,89.0
0,3,0,4.0,4,2,31.275,1,0,0,0,0,0,0,0,0,0,0,0,1,31.0
0,3,0,74.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
0,3,1,9.0,1,1,15.2458,0,1,0,0,0,0,0,0,0,0,1,0,0,15.0
1,1,1,16.0,0,1,39.4,0,1,0,0,0,1,0,0,0,0,0,0,1,39.0
0,2,1,44.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
1,3,1,18.0,0,1,9.35,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
1,1,1,45.0,1,1,164.8667,0,0,0,0,0,0,0,0,0,0,0,0,1,165.0
1,1,0,51.0,0,0,26.55,0,0,0,0,0,0,1,0,0,0,0,0,1,27.0
1,3,1,24.0,0,3,19.2583,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0
0,3,0,27.895825454785268,0,0,7.2292,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
0,3,0,41.0,2,0,14.1083,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0
0,2,0,21.0,1,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0
1,1,1,48.0,0,0,25.9292,0,0,0,0,0,1,0,0,0,0,0,0,1,26.0
0,3,1,2.3936653754759405,8,2,69.55,0,1,0,0,0,0,0,0,0,0,0,0,1,70.0
0,2,0,24.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
1,2,1,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
1,2,1,27.0,1,0,13.8583,0,1,0,0,0,0,0,0,0,0,1,0,0,14.0
0,1,0,31.0,0,0,50.4958,0,0,1,0,0,0,0,0,0,0,0,0,1,50.0
0,3,0,29.9525113763247,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
1,3,0,4.0,1,1,11.1333,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0
0,3,0,26.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
1,1,1,47.0,1,1,52.5542,0,0,0,0,0,1,0,0,0,0,0,0,1,53.0
0,1,0,33.0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0
0,3,0,47.0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
1,2,1,28.0,1,0,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.0
1,3,1,15.0,0,0,7.225,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0
0,3,0,20.0,0,0,9.8458,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
0,3,0,19.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
0,3,0,29.952084517899863,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
1,1,1,56.0,0,1,83.1583,0,0,0,0,1,0,0,0,0,0,1,0,0,83.0
1,2,1,25.0,0,1,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
0,3,0,33.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
0,3,1,22.0,0,0,10.5167,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0
0,2,0,28.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
0,3,0,25.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
0,3,1,39.0,0,5,29.125,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
0,2,0,27.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
1,1,1,19.0,0,0,30.0,0,1,0,1,0,0,0,0,0,0,0,0,1,30.0
0,3,1,18.135720247699616,1,2,23.45,0,1,0,0,0,0,0,0,0,0,0,0,1,23.0
1,1,0,26.0,0,0,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,30.0
0,3,0,32.0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
